CONTROL_NUMBER,DONOR_AGE,URBANICITY,SES,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,RECENT_STAR_STATUS,TARGET_B,MONTHS_SINCE_ORIGIN,IN_HOUSE,PEP_STAR,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_AVG_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LAST_GIFT_AMT,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PCT_VIETNAM_VETERANS,PER_CAPITA_INCOME,_NAME_,causes donated to last year,familiarity with programs,willingness to recommend
118020,48,C,3,31,H,M,5,0,0,89,0,1,A,1,17,2,1,18,22,57,100,7,14.29,8,18,18,80,,397,180,70,0,7289,survey_value,2,2,7
118030,82,R,3,53,H,F,4,0,0,17,0,0,F,1,0,0,0,,4,12,25,1,25,0,25,19,19,,413,204,80,0,10771,survey_value,4,4,9
118033,,R,2,46,U,M,5,0,0,29,0,0,A,1,13,2,1,17,8,25,26,2,13,6,16,17,32,,457,232,78,29,11609,survey_value,3,2,8
118039,17,R,2,46,U,F,3,1,0,101,0,1,S,2,15,3,2,16,20,49,104.5,10,10.45,18,15,16,91,2,457,232,78,29,11609,survey_value,5,4,10
118043,63,R,2,47,U,F,5,4,1,137,0,1,A,1,6.67,3,1,17,28,74,85,13,6.54,10,10,17,126,1,347,205,65,29,9938,survey_value,3,2,8
118056,,R,2,45,U,U,6,1,0,125,0,1,S,3,13.75,4,0,18,23,59,166,17,9.76,10,10,5,119,,435,210,77,28,11076,survey_value,5,4,10
118060,53,T,2,36,U,F,3,0,1,17,0,0,F,2,20,1,1,16,5,14,26,2,13,14,6,15,16,,430,174,64,4,12627,survey_value,5,4,10
118083,37,R,2,48,U,F,,0,1,53,0,0,A,1,20,2,0,26,15,36,55,4,13.75,15,20,26,51,4,390,223,75,15,11982,survey_value,3,2,8
118090,,T,2,36,H,F,2,0,0,77,0,0,A,3,6.67,3,0,19,9,25,34,7,4.86,8,10,19,68,,432,229,82,24,10258,survey_value,2,2,7
118091,50,T,2,40,H,M,5,0,1,77,0,1,A,3,15,1,0,18,22,59,129,8,16.13,10,15,18,74,6,491,356,72,31,12961,survey_value,2,2,7
118092,26,T,1,35,U,F,1,0,0,101,0,1,A,1,24,2,1,21,26,64,185,9,20.56,10,25,21,90,6,695,371,85,22,15951,survey_value,1,1,6
118097,40,R,2,45,U,F,1,0,1,17,0,0,F,1,15,1,1,17,5,14,15,1,15,0,15,17,17,,398,216,84,24,11289,survey_value,3,2,8
118099,,R,2,45,U,M,1,0,0,41,0,0,A,3,11,4,3,22,14,35,61,6,10.17,9,10,22,41,,343,197,76,24,8903,survey_value,5,4,10
118102,77,R,3,53,U,F,2,0,0,29,0,0,A,1,27.5,2,1,22,11,25,55,2,27.5,15,35,22,28,,347,158,80,26,9275,survey_value,3,2,8
118104,,R,3,53,U,M,,0,0,41,0,0,A,3,11.5,4,2,19,14,34,58,6,9.67,10,13,19,45,,347,158,80,26,9275,survey_value,3,2,8
118112,47,T,2,36,U,M,1,0,0,29,0,0,A,1,20,2,2,23,10,22,40,2,20,0,20,23,27,,386,238,79,20,10998,survey_value,4,3,9
118123,46,T,2,36,H,F,4,12,0,137,0,1,A,3,6,2,1,17,29,69,67,14,4.79,4,7,17,127,5,386,238,79,20,10998,survey_value,4,3,9
118129,81,T,2,37,H,F,2,0,0,17,0,0,F,2,0,0,0,,5,15,26,2,13,6,16,15,19,,336,219,84,27,9534,survey_value,1,1,6
118140,7,T,1,34,U,F,4,0,0,77,0,1,A,2,22.5,2,1,20,24,60,169,9,18.78,10,25,20,76,5,852,444,61,26,16119,survey_value,4,3,9
118163,,R,2,45,H,M,5,1,1,137,0,1,S,4,5,5,3,15,29,74,105,21,5,0,5,15,130,4,948,545,89,27,20038,survey_value,1,0,6
118166,,R,2,45,U,F,,0,1,29,0,0,N,3,15,2,2,15,9,23,40,3,13.33,10,10,15,24,,396,195,75,25,9318,survey_value,3,2,8
118171,26,R,2,45,U,F,,0,0,137,0,1,A,1,0,0,0,,31,78,510,12,42.5,70,50,25,123,3,396,195,75,25,9318,survey_value,0,0,5
118182,74,R,2,47,H,M,2,1,1,137,0,1,S,3,6.33,3,0,17,28,68,99,22,4.5,6,6,17,124,,503,213,85,32,9495,survey_value,0,0,5
118186,73,C,1,23,H,F,2,0,0,17,0,0,N,2,25,1,1,17,6,15,50,2,25,0,25,16,17,,858,372,89,9,42424,survey_value,2,1,7
118189,31,C,1,24,H,F,6,0,0,29,0,0,A,1,15,2,2,21,9,22,30,2,15,0,15,21,29,,1515,573,95,15,19877,survey_value,1,0,6
118190,,C,1,23,H,U,7,0,0,29,0,0,N,1,20,1,1,27,8,18,20,1,20,0,20,27,27,,1451,708,92,0,69388,survey_value,4,3,9
118199,27,C,1,24,H,F,2,0,0,41,0,0,A,4,5,6,2,18,11,25,40,8,5,4,7,18,40,,830,428,88,30,21362,survey_value,4,3,9
118201,84,C,1,23,U,F,5,1,0,101,0,1,S,3,7.5,4,1,15,20,50,88,15,5.87,8,10,15,92,,658,267,58,0,18484,survey_value,2,2,7
118227,,C,1,22,U,M,4,0,0,65,0,0,A,3,11.75,4,3,15,18,50,86,10,8.6,10,15,15,63,3,530,197,45,50,14293,survey_value,1,1,6
118230,56,T,1,35,H,F,5,3,0,89,0,1,A,1,21,5,4,27,25,66,420,21,20,20,20,26,89,6,710,343,75,47,13301,survey_value,4,3,9
118231,62,T,2,38,H,M,7,17,0,101,0,1,A,1,15,1,0,26,22,63,169,15,11.27,13,15,26,93,3,781,189,10,26,14861,survey_value,2,2,7
118234,72,C,1,24,H,F,6,1,0,137,0,1,S,4,15.86,7,7,17,32,73,212,18,11.78,20,20,17,129,9,1247,555,90,27,28285,survey_value,5,4,10
118257,71,C,1,24,H,F,1,0,0,125,0,0,A,2,11.5,4,3,21,27,59,81,11,7.36,14,16,21,125,9,1212,160,36,0,27363,survey_value,3,2,8
118263,30,R,2,44,H,M,6,1,0,65,0,1,S,4,12.67,6,3,17,18,47,139,14,9.93,13.5,14,17,55,6,640,318,77,39,12951,survey_value,5,4,10
118276,81,R,2,45,U,F,2,3,0,77,0,1,A,1,20,2,0,22,22,54,81,9,9,20,15,22,74,,422,211,88,20,10148,survey_value,5,4,10
118286,68,T,2,36,U,M,6,0,0,53,0,0,A,2,11.33,3,2,26,16,42,61,6,10.17,10,15,18,52,3,577,231,62,28,14684,survey_value,2,1,7
118290,47,T,2,36,U,M,1,0,0,137,0,0,A,1,20,2,0,26,27,67,182,11,16.55,20,20,26,109,3,653,340,82,28,19026,survey_value,0,0,5
118292,,R,2,45,U,F,,0,0,29,0,1,A,4,5.63,8,3,15,12,29,45,8,5.63,2,5,15,33,,504,223,80,23,10467,survey_value,0,0,5
118305,81,C,1,23,U,F,,1,0,113,0,1,S,4,9,5,2,15,27,66,107,16,6.69,9,5,15,112,7,1875,270,0,18,18903,survey_value,5,4,10
118307,,R,2,48,U,M,,0,0,41,0,1,A,2,8.75,4,1,18,15,35,45,6,7.5,15,5,18,41,,762,287,34,36,15231,survey_value,5,4,10
118312,37,R,2,45,H,F,5,0,0,65,0,0,A,2,14,4,2,17,18,43,73,7,10.43,15,10,17,56,,362,214,82,21,10127,survey_value,5,4,10
118326,,R,2,45,U,F,,3,0,101,0,1,A,1,11.67,3,1,19,28,70,138,14,9.86,10,15,19,90,3,481,218,84,38,10265,survey_value,2,2,7
118328,33,R,2,46,U,F,3,0,1,29,0,0,A,4,8.75,4,1,18,9,24,51,6,8.5,5,10,18,28,,519,238,82,21,11037,survey_value,0,0,5
118344,57,T,2,36,U,F,7,0,0,125,0,1,A,4,9.86,7,4,16,30,71,165,21,7.86,11,6,15,123,2,429,199,69,28,9928,survey_value,0,0,5
118346,84,T,2,36,H,M,4,0,0,137,0,1,A,1,25,1,0,26,22,51,66,8,8.25,22,25,26,124,,429,199,69,24,9928,survey_value,3,3,8
118357,62,R,1,42,H,F,4,0,0,77,0,1,A,3,12.6,5,2,19,21,55,96,10,9.6,12,14,19,77,6,883,350,93,19,20691,survey_value,5,4,10
118361,75,R,1,42,H,F,4,1,1,101,0,1,S,2,10.75,4,4,17,29,68,167,18,9.28,10,6,15,105,3,962,389,87,29,15980,survey_value,3,3,8
118362,67,R,2,48,U,M,5,0,0,17,0,0,F,1,20,1,0,16,6,14,20,1,20,0,20,16,16,,473,217,75,10,12688,survey_value,4,3,9
118367,60,R,2,45,U,U,,0,1,41,0,0,E,1,12.5,2,0,15,9,27,30,3,10,10,15,15,41,,462,214,77,18,10650,survey_value,4,3,9
118374,57,R,2,45,U,M,2,1,0,89,0,1,S,2,12,4,2,18,25,61,121,12,10.08,7,12,18,88,3,462,214,77,18,10650,survey_value,3,2,8
118391,62,R,2,45,U,U,1,0,1,89,0,0,A,4,6,5,2,16,21,50,58,11,5.27,7,10,16,81,3,390,193,80,31,9517,survey_value,4,3,9
118392,80,R,3,50,U,M,1,1,1,137,0,1,S,2,8,2,1,26,31,66,123,23,5.35,7,10,23,120,3,375,153,69,37,7798,survey_value,4,3,9
118401,,T,2,40,U,U,,0,0,89,0,1,A,2,12.5,2,0,19,12,31,64,8,8,10,10,19,80,,677,393,87,49,11671,survey_value,2,2,7
118408,76,R,2,49,H,M,5,0,1,65,0,0,A,1,15,1,0,20,16,42,45,5,9,10,15,20,65,4,427,315,82,42,11299,survey_value,5,4,10
118412,56,T,2,37,H,F,7,0,0,29,0,0,N,2,15,2,1,19,9,21,30,2,15,10,20,19,24,,412,190,63,0,10463,survey_value,1,1,6
118484,75,R,2,48,U,F,3,0,0,41,0,0,A,1,15,2,1,19,9,22,30,2,15,10,20,19,35,,420,171,76,21,10643,survey_value,0,0,5
118487,29,R,2,48,U,F,3,0,1,41,0,0,A,1,20,1,1,18,10,26,30,2,15,10,20,18,45,4,420,171,76,21,10643,survey_value,5,4,10
118493,79,R,2,48,U,F,2,1,0,137,0,1,S,4,22.14,7,6,15,34,89,687,39,17.62,20,25,15,130,4,420,171,76,21,10643,survey_value,2,1,7
118527,65,?,?,,U,F,6,0,0,125,0,1,A,1,20,1,0,25,28,67,121,13,9.31,15,20,25,126,4,481,247,70,0,12790,survey_value,4,3,9
118554,,R,2,48,U,F,,0,0,41,0,1,A,2,28.5,4,3,20,15,36,119,5,23.8,32,32,20,40,,435,190,79,13,13144,survey_value,1,1,6
118564,61,R,3,53,H,F,6,1,1,125,0,1,S,3,4.88,8,5,19,28,66,84,24,3.5,4,4,19,122,2,376,180,75,25,10145,survey_value,0,0,5
118573,,R,2,48,U,F,,0,0,77,0,1,A,3,9.33,6,4,16,22,54,100,12,8.33,5,9,16,76,,537,309,84,27,11617,survey_value,5,4,10
118574,,R,2,45,U,M,1,0,0,41,0,1,A,4,8.57,7,3,15,14,37,60,7,8.57,5,10,15,36,,362,214,82,21,10127,survey_value,4,3,9
118576,,R,2,45,U,M,,0,0,17,0,0,F,1,25,1,0,20,6,16,25,1,25,0,25,20,20,,381,193,79,30,9783,survey_value,0,0,5
118605,54,R,3,53,U,M,1,0,0,41,0,0,A,1,20,1,0,18,13,32,35,3,11.67,15,20,18,44,2,299,176,79,17,8825,survey_value,2,1,7
118639,29,?,?,,U,F,3,0,0,41,0,0,A,4,11.4,5,2,17,12,36,62,6,10.33,8,13,17,41,,543,236,66,0,9855,survey_value,5,4,10
118655,68,R,3,53,H,F,7,1,0,113,0,1,S,2,8.5,4,2,19,29,71,113,19,5.95,7,10,19,113,1,274,153,85,21,8607,survey_value,0,0,5
118657,,R,3,53,U,F,7,1,1,125,0,1,S,2,11,2,2,16,28,66,93,12,7.75,9,12,16,124,1,368,171,88,20,10255,survey_value,5,4,10
118673,,R,2,45,U,F,,0,1,101,0,1,A,2,9,3,2,18,28,76,119,11,10.82,10,10,18,100,3,761,321,89,38,12145,survey_value,4,3,9
118678,62,R,2,45,U,F,2,22,0,137,0,1,A,1,32.5,2,0,18,30,66,155,10,15.5,31,36,18,126,2,408,229,84,27,10573,survey_value,0,0,5
118692,,C,2,25,U,M,,0,0,65,0,0,A,1,35,1,1,20,15,32,105,4,26.25,15,35,20,55,,675,219,0,31,16997,survey_value,0,0,5
118696,39,R,1,42,H,F,7,0,0,17,0,0,F,1,15,1,0,17,5,13,15,1,15,0,15,17,17,,942,410,86,39,15811,survey_value,5,4,10
118712,37,C,2,27,U,F,5,0,0,41,0,0,A,1,12.5,2,1,20,12,30,28,3,9.33,17,20,20,41,,716,333,37,24,12640,survey_value,1,1,6
118715,46,C,3,30,H,M,4,0,0,77,0,1,A,2,9,2,1,21,21,58,92,13,7.08,8,8,21,69,3,788,452,67,50,16142,survey_value,4,3,9
118733,56,C,3,31,H,F,5,0,0,125,0,0,A,1,21.5,2,1,26,24,56,158,10,15.8,20,23,26,114,2,451,218,20,53,10154,survey_value,1,0,6
118736,67,C,2,25,U,M,2,0,1,17,0,0,E,1,25,1,1,15,4,10,25,1,25,0,25,15,15,,550,238,5,28,11519,survey_value,5,4,10
118739,50,C,1,24,H,M,7,0,1,29,0,0,A,1,12.5,2,2,20,9,22,25,2,12.5,5,15,20,28,,1155,684,95,31,22931,survey_value,0,0,5
118741,59,C,1,24,H,F,6,0,0,41,0,1,A,1,11.33,3,3,24,14,33,39,4,9.75,10,15,24,41,,999,564,83,29,21563,survey_value,5,4,10
118748,44,C,1,22,H,F,6,0,0,77,0,0,E,1,15,1,0,15,14,45,46,4,11.5,10,15,15,68,7,923,331,52,57,18041,survey_value,4,3,9
118751,37,C,1,22,H,F,4,0,0,101,0,1,A,1,26,2,2,16,30,63,104,12,8.67,29,20,16,96,,1132,305,45,17,20890,survey_value,5,4,10
118759,77,C,3,31,U,F,,1,1,137,0,1,S,4,3.25,4,2,16,25,57,43.25,15,2.88,3.75,3,16,117,,510,202,23,30,7708,survey_value,4,3,9
118762,50,C,1,24,H,M,5,0,0,17,0,0,F,1,20,1,1,17,6,14,20,1,20,0,20,17,17,,1325,754,97,37,28988,survey_value,4,3,9
118766,35,C,1,24,H,M,3,0,0,17,0,0,F,1,25,1,0,20,6,16,25,1,25,0,25,20,20,,836,345,67,18,13637,survey_value,1,0,6
118769,34,C,1,24,H,F,7,0,0,29,0,0,A,1,15,2,1,26,9,22,30,2,15,10,20,26,31,,1244,545,89,53,18997,survey_value,2,2,7
118773,61,C,2,25,U,F,1,0,0,65,0,0,A,3,9,4,2,17,19,47,60,8,7.5,5,10,17,63,,687,189,18,11,11145,survey_value,2,1,7
118787,,C,2,27,U,U,,0,0,17,0,0,F,1,25,1,1,21,7,17,25,1,25,0,25,21,21,,689,399,84,48,14521,survey_value,4,3,9
118805,54,C,1,24,H,F,5,0,1,77,0,1,A,2,14,3,3,20,20,54,70,7,10,12,15,20,77,9,1095,520,80,47,20341,survey_value,4,3,9
118809,23,S,1,14,H,F,7,0,0,17,0,0,F,1,15,1,1,20,5,13,15,1,15,0,15,20,20,,1147,611,92,63,19957,survey_value,2,1,7
118813,67,C,1,24,H,M,5,0,0,29,0,0,A,2,12,3,2,17,11,27,36,3,12,6,16,17,33,,942,510,89,38,17515,survey_value,3,2,8
118815,67,C,1,24,H,M,6,0,0,41,0,1,A,4,9.14,7,4,17,14,37,69,8,8.63,5,10,17,45,9,886,389,69,61,16877,survey_value,3,2,8
118819,,C,1,24,U,F,,0,1,77,0,0,A,3,15.5,4,4,15,20,54,111,9,12.33,15,20,15,76,8,786,421,67,53,12335,survey_value,5,4,10
118823,44,S,1,14,H,F,7,0,1,137,0,1,A,2,17,2,0,18,13,33,91,7,13,10,20,18,124,,1599,475,60,56,23702,survey_value,2,1,7
118827,28,S,1,12,H,M,4,0,0,17,0,0,N,2,20,1,1,17,6,14,40,2,20,0,20,16,17,,827,469,95,44,16739,survey_value,4,3,9
118831,35,S,1,12,H,F,6,0,1,17,0,0,F,1,20,1,1,21,6,15,20,1,20,0,20,21,21,,850,440,59,75,17825,survey_value,4,3,9
118847,57,C,1,24,U,F,,0,1,89,0,1,A,3,13.5,4,4,20,24,65,135,12,11.25,10,15,18,89,7,583,224,2,68,11542,survey_value,0,0,5
118849,61,S,1,11,H,M,7,1,0,101,0,1,S,2,15,1,0,17,25,66,129,13,9.92,10,15,17,93,9,1732,637,68,33,27690,survey_value,4,3,9
118859,49,S,1,12,H,F,4,0,0,41,0,1,A,2,18,5,4,25,17,37,125,9,13.89,15,20,25,41,,766,449,94,18,16497,survey_value,4,3,9
118862,55,S,1,12,U,M,4,0,1,65,0,0,A,3,12,3,3,20,17,46,68,8,8.5,10,4,19,56,9,868,554,95,57,21200,survey_value,5,4,10
118871,,T,3,41,U,F,,0,0,29,0,0,A,3,9.33,3,1,16,12,31,53,6,8.83,5,10,16,32,,485,239,73,43,9064,survey_value,5,4,10
118874,49,T,2,39,H,F,2,0,0,53,0,0,A,3,10.67,3,1,16,19,46,109,9,12.11,5,10,16,53,4,586,266,76,40,11043,survey_value,2,2,7
118880,,T,3,41,U,M,,1,0,137,0,1,S,2,7,4,3,20,32,75,142,23,6.17,5,5,20,121,3,1050,532,71,59,24018,survey_value,4,3,9
118887,63,C,1,24,H,M,7,0,0,29,0,0,N,2,11.5,2,2,17,9,19,23,2,11.5,17,20,17,24,,830,539,78,45,20202,survey_value,5,4,10
118890,85,C,1,24,H,M,5,0,0,29,0,0,N,2,17.5,2,1,21,10,23,35,2,17.5,15,25,21,26,,1000,545,71,60,18217,survey_value,1,1,6
118905,54,C,1,24,H,M,5,1,1,113,0,1,S,4,7.5,8,6,20,28,69,105,16,6.56,5,5,17,105,9,1362,724,99,99,23403,survey_value,4,4,9
118908,50,C,2,25,U,M,7,0,0,17,0,0,F,1,16.33,3,3,16,17,44,79,5,15.8,2,15,9,41,,1928,518,17,0,24800,survey_value,4,3,9
118931,77,S,2,16,H,F,2,0,0,125,0,1,A,4,4.8,5,3,19,16,42,68.04,20,3.4,4.96,5,19,124,,669,335,63,35,13901,survey_value,0,0,5
118937,50,T,2,40,H,F,2,0,0,29,0,0,A,1,15,2,2,20,9,23,30,2,15,10,20,20,28,,718,355,89,9,12786,survey_value,4,3,9
118940,39,T,1,35,H,F,4,0,0,29,0,0,A,1,15,1,1,28,9,21,30,2,15,0,15,26,28,,860,444,94,54,15840,survey_value,2,1,7
118974,72,T,2,39,U,M,,0,0,65,0,1,A,1,18.33,3,2,25,19,42,90,6,15,10,20,25,53,6,502,257,63,28,9693,survey_value,0,0,5
118978,77,T,2,39,H,M,3,1,0,77,0,1,S,2,9,4,2,17,20,47,72,11,6.55,13,13,17,67,3,648,273,60,39,12033,survey_value,0,0,5
119038,,C,1,24,U,M,7,1,1,41,0,1,S,3,6.6,4,4,16,16,40,49.4,8,6.18,7,5.4,16,44,,890,519,88,35,17872,survey_value,4,3,9
119039,,S,2,17,H,F,4,0,0,53,0,0,A,2,7.25,4,2,18,17,39,41,8,5.13,12,15,18,51,,636,342,47,26,14164,survey_value,2,1,7
119045,,R,2,45,U,U,,0,0,17,0,0,F,3,12,3,2,15,7,20,36,3,12,6,16,15,20,,424,202,66,18,10462,survey_value,2,2,7
119054,65,R,2,49,H,F,3,0,0,41,0,0,A,4,6,7,3,15,13,32,46,8,5.75,6,10,15,42,,542,277,76,37,11967,survey_value,2,1,7
119073,55,R,2,46,U,M,4,0,0,101,0,1,A,1,14,1,1,21,24,69,143,12,11.92,16,14,21,104,3,637,220,72,27,13166,survey_value,1,0,6
119080,60,T,2,40,H,F,5,10,0,137,0,1,A,1,11,2,2,21,30,71,139,15,9.27,9,12,21,130,7,861,377,82,24,17785,survey_value,3,2,8
119083,79,T,2,40,H,F,6,0,0,29,0,0,N,2,16,2,1,19,9,20,32,2,16,2,17,19,23,,875,314,88,24,14301,survey_value,0,0,5
119086,54,R,1,42,H,M,5,1,0,53,0,1,S,4,14.33,9,4,17,19,50,262,23,11.39,30,10,17,52,6,927,386,85,29,16777,survey_value,0,0,5
119089,74,R,2,46,H,M,4,0,1,77,0,1,A,3,10.8,5,1,18,20,52,81,10,8.1,9,12,18,77,6,1038,482,98,17,24816,survey_value,4,3,9
119119,39,T,1,34,U,F,6,0,0,65,0,0,A,1,27.5,2,2,28,18,46,120,6,20,20,25,18,63,8,949,460,54,47,20224,survey_value,2,2,7
119132,71,C,2,27,H,F,6,0,0,29,0,0,N,1,20,1,1,24,6,16,20,1,20,0,20,24,24,,748,439,87,25,16512,survey_value,5,4,10
119142,84,C,2,27,H,M,1,0,0,29,0,0,A,2,10,3,1,19,12,26,36,4,9,15,20,19,33,,504,370,63,45,14985,survey_value,2,2,7
119149,54,C,2,25,U,F,2,13,1,65,0,1,A,1,17,1,1,17,20,47,95,9,10.56,11,17,17,57,7,713,240,1,40,10128,survey_value,4,4,9
119154,73,C,2,27,H,U,3,1,1,137,0,1,S,4,10,3,2,17,24,64,72.5,13,5.58,8,10,17,130,7,595,400,83,45,14881,survey_value,4,3,9
119156,47,C,2,27,U,F,,0,0,137,0,0,A,2,11.25,4,3,23,29,67,123,12,10.25,12,10,23,128,7,626,368,80,33,12825,survey_value,2,1,7
119159,56,C,1,24,H,M,7,0,0,29,0,1,A,2,11.67,3,3,21,10,24,35,3,11.67,15,10,21,29,,902,608,91,52,20824,survey_value,3,3,8
119172,76,S,2,17,H,M,4,0,0,65,0,0,A,3,9,5,2,18,14,31,58,9,6.44,15,8,18,54,,929,278,30,49,15825,survey_value,0,0,5
119190,72,T,2,40,H,M,4,0,0,65,0,0,A,1,20,2,1,19,12,34,60,3,20,0,20,19,62,6,732,326,58,30,12354,survey_value,5,4,10
119192,82,T,2,39,H,F,3,1,0,89,0,1,S,3,7.33,3,2,18,17,48,47,8,5.88,5,10,18,81,,411,283,72,12,9253,survey_value,1,1,6
119209,58,T,2,36,H,M,5,0,0,53,0,0,A,2,13,3,2,18,15,41,56,5,11.2,8,15,18,53,5,738,393,86,44,13515,survey_value,3,2,8
119227,75,R,2,49,H,F,5,0,0,17,0,0,N,2,5,1,0,20,7,18,25,2,12.5,15,20,18,20,,572,282,82,35,11220,survey_value,4,3,9
119238,35,T,2,40,H,M,5,0,0,29,0,0,A,1,12.5,2,2,16,9,23,25,2,12.5,15,20,16,28,,506,258,82,50,9103,survey_value,1,1,6
119243,83,T,3,41,U,F,1,0,0,41,0,0,A,2,20,3,2,22,13,33,65,4,16.25,15,20,22,45,3,403,186,69,47,10534,survey_value,5,4,10
119278,65,S,1,12,H,M,5,0,0,29,0,0,A,1,22.5,2,1,19,12,30,45,2,22.5,5,25,19,33,,1375,377,59,47,14056,survey_value,0,0,5
119283,,C,3,31,U,M,2,3,0,41,0,1,F,4,9.5,6,4,21,19,46,80,9,8.89,6,8,21,41,,1033,495,77,0,19883,survey_value,3,2,8
119299,,C,3,30,U,M,,0,0,101,0,1,A,2,8.33,3,1,18,24,62,86,12,7.17,5,10,18,99,2,373,177,76,20,8443,survey_value,3,3,8
119315,24,C,3,30,H,F,3,0,1,41,0,0,A,3,10.5,4,3,19,13,30,53,6,8.83,9,11,19,37,,345,202,41,11,5623,survey_value,0,0,5
119330,35,C,2,27,U,F,2,0,0,89,0,0,A,2,17.5,2,0,19,17,50,48,5,9.6,22,10,19,80,,1203,303,51,24,20925,survey_value,1,1,6
119345,77,T,2,40,H,F,5,0,0,29,0,0,N,1,15,1,1,24,6,15,15,1,15,0,15,24,24,,756,356,85,39,16615,survey_value,0,0,5
119355,77,T,2,40,H,M,4,1,0,101,0,1,S,2,14,2,1,17,27,65,135,14,9.64,12,10,16,93,7,756,356,85,39,16615,survey_value,3,2,8
119356,37,T,1,35,U,F,5,0,0,137,0,0,A,2,9,4,3,18,29,66,78,12,6.5,8,11,18,111,8,815,487,89,60,17503,survey_value,0,0,5
119362,77,C,1,22,H,F,7,0,1,29,0,1,A,3,13.75,4,3,15,11,25,80,5,16,15,10,15,29,,1711,400,49,19,33841,survey_value,1,1,6
119366,34,C,1,22,H,M,4,1,1,65,0,1,S,3,5.6,5,5,17,21,49,87,19,4.58,5,4,15,57,6,554,312,52,22,15583,survey_value,0,0,5
119368,57,C,1,22,U,F,,0,1,77,0,0,A,1,15,1,0,20,19,47,69,6,11.5,9,15,20,74,5,500,291,0,32,19609,survey_value,0,0,5
119383,71,C,1,24,H,F,5,8,0,137,0,1,A,1,15.5,2,1,26,31,74,277,21,13.19,12,17,26,130,9,1674,694,96,18,34817,survey_value,1,1,6
119388,45,C,3,30,U,F,3,0,0,29,0,0,N,1,20,1,1,24,6,16,20,1,20,0,20,24,24,,675,214,0,46,10509,survey_value,0,0,5
119396,53,C,1,24,H,M,5,5,0,101,0,1,A,1,20.67,3,2,18,29,73,230,15,15.33,22,25,18,105,9,1051,335,77,0,27750,survey_value,2,2,7
119402,37,C,3,30,U,M,2,0,0,41,0,0,A,1,28.5,2,2,22,15,36,62,3,20.67,25,30,22,44,0,396,183,68,61,7835,survey_value,5,4,10
119433,77,S,2,20,H,F,1,1,0,65,0,1,S,2,14.2,5,2,22,23,56,182,18,10.11,13,14,22,63,5,670,293,61,11,11553,survey_value,1,1,6
119441,68,C,3,32,H,F,4,0,0,89,0,0,A,1,20,1,0,18,23,60,62,5,12.4,15,20,18,87,2,356,177,87,0,7844,survey_value,2,1,7
119446,82,C,1,24,U,F,,0,0,125,0,1,E,1,11,1,0,15,21,63,157,17,9.24,10,11,15,123,1,990,431,82,52,18307,survey_value,4,3,9
119460,41,S,2,16,H,F,4,0,0,41,0,0,A,2,10,2,0,18,11,28,25,3,8.33,10,5,18,42,,553,425,78,45,15396,survey_value,5,4,10
119474,55,C,3,30,H,M,5,0,1,29,0,1,A,4,13,5,4,17,10,25,65,5,13,15,20,17,28,,1371,560,96,25,19773,survey_value,4,3,9
119496,,S,1,13,U,F,,0,1,65,0,0,A,1,15,1,0,21,17,51,55,7,7.86,10,15,21,62,8,758,390,86,34,14397,survey_value,2,2,7
119520,76,S,3,21,H,F,1,0,0,29,0,1,A,4,3.8,5,4,17,10,24,28,8,3.5,2,3,16,29,,391,303,53,26,10367,survey_value,4,3,9
119538,61,C,3,30,H,F,5,1,1,89,0,1,S,2,15.33,3,2,18,21,56,89,9,9.89,13,16,18,88,2,487,217,63,9,10468,survey_value,2,2,7
119541,,C,3,30,U,F,,3,1,137,0,1,A,1,10.33,3,1,26,29,68,141,20,7.05,6,11,26,129,3,510,210,53,42,8427,survey_value,3,2,8
119543,53,S,1,12,U,F,6,0,0,17,0,0,E,1,20,1,1,15,4,10,20,1,20,0,20,15,15,,869,498,97,65,16993,survey_value,4,3,9
119568,49,S,1,15,H,F,6,0,0,29,0,0,A,2,16.67,3,1,24,11,27,50,3,16.67,10,20,24,32,,1458,299,16,55,19185,survey_value,2,1,7
119570,45,S,1,15,H,M,6,0,1,53,0,0,A,2,8,4,4,16,19,45,68,11,6.18,7,8,16,53,,1458,299,16,55,19185,survey_value,4,3,9
119576,38,S,1,12,H,M,5,0,1,29,0,1,A,3,9.2,5,3,15,12,27,46,5,9.2,2,9,15,33,,916,505,80,36,18849,survey_value,4,3,9
119589,33,S,1,12,H,F,5,0,0,65,0,0,A,1,13.5,2,1,18,14,40,35,4,8.75,17,20,18,63,,750,524,82,49,17781,survey_value,2,1,7
119607,39,S,1,14,H,F,6,0,0,89,0,0,A,1,23.33,3,2,23,25,60,152,9,16.89,15,25,23,80,9,2538,992,91,51,37607,survey_value,4,4,9
