TARGET_B,CONTROL_NUMBER,MONTHS_SINCE_ORIGIN,IN_HOUSE,PEP_STAR,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_AVG_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LAST_GIFT_AMT,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT
1,120734,89,0,1,S,4,11,2,2,17,23,57,127,15,8.47,11,6,15,81
0,120756,41,0,0,A,1,12.67,3,1,18,16,36,54,5,10.8,10,15,18,45
0,120767,137,0,1,A,1,17.5,2,1,24,30,69,208,16,13,15,15,24,119
1,120772,29,0,0,A,1,17,2,1,17,10,23,34,2,17,14,24,17,28
0,120783,125,0,1,A,1,10,1,0,18,29,67,180,11,16.36,25,10,18,116
0,120786,137,0,0,A,4,10.6,5,3,17,24,65,116,13,8.92,10,15,15,88
0,120790,17,0,0,F,1,25,1,1,20,7,17,25,1,25,0,25,20,20
0,120795,29,0,0,A,1,14,2,1,19,9,21,28,2,14,2,15,19,29
1,120800,29,0,1,A,3,10,3,2,17,11,24,36,4,9,4,10,17,30
1,120805,41,0,0,A,3,7,5,3,16,15,36,45,7,6.43,6,5,16,44
1,120821,65,0,0,A,1,15,1,0,26,19,52,77,8,9.63,10,15,26,64
0,120822,113,0,0,A,3,5.75,4,2,21,28,68,94,16,5.88,6,6,21,110
0,120849,29,0,0,N,2,20,2,2,21,9,22,40,2,20,10,25,21,24
0,120867,101,0,1,S,2,10,2,0,19,24,63,155,10,15.5,10,10,19,89
0,120869,113,1,0,A,1,100,1,0,18,30,73,524,11,47.64,145,150,6,104
0,120873,137,0,1,S,4,8.5,6,2,19,33,84,295,40,7.38,6,6,18,126
0,120881,29,0,0,A,2,12.33,3,2,22,11,27,37,3,12.33,5,15,22,33
0,120903,29,0,0,A,3,12,4,2,21,12,27,54,5,10.8,15,12,21,32
0,120906,17,0,0,F,1,15,1,0,20,4,13,15,1,15,0,15,20,20
1,120910,65,0,0,A,2,37.5,4,2,22,20,48,218,8,27.25,40,40,22,55
0,120915,17,0,0,F,1,20,1,1,21,6,14,20,1,20,0,20,21,21
0,120933,77,0,1,S,2,6.5,2,1,26,24,60,91,13,7,5,10,18,77
0,120938,113,0,1,A,1,12,3,3,24,26,65,139,13,10.69,9,12,24,105
0,120948,41,0,0,E,1,12.5,2,2,15,9,28,30,3,10,10,15,15,40
0,120966,29,0,0,A,1,15,2,1,21,9,23,30,2,15,10,20,21,32
0,120970,89,0,0,A,1,15,1,1,16,20,52,65,5,13,10,15,16,84
1,120972,137,0,1,S,3,6.2,5,4,17,24,60,227.01,26,8.73,14.99,6,17,128
0,120975,17,0,0,N,3,10,2,0,15,6,17,25,3,8.33,5,10,15,20
0,120977,41,0,0,A,2,22,4,1,15,13,29,88,4,22,4,22,15,35
0,120989,41,0,0,A,1,25,1,1,24,15,35,70,3,23.33,5,25,24,40
0,120991,17,0,0,F,1,15,1,1,17,5,13,15,1,15,0,15,17,17
0,120995,41,0,0,A,1,26.67,3,1,26,12,30,80,3,26.67,5,30,26,35
0,120998,41,0,0,A,2,15,1,0,26,13,35,45,3,15,0,15,23,44
0,121003,53,0,0,A,1,15,2,1,21,13,32,35,3,11.67,10,15,21,43
0,121019,29,0,0,A,1,27.5,2,2,17,12,29,55,2,27.5,15,35,17,32
0,121026,29,0,1,A,2,7.5,4,2,21,10,26,30,4,7.5,10,15,21,32
0,121054,89,0,1,A,1,12.25,4,3,16,21,53,134,14,9.57,9,14,16,80
0,121061,137,0,1,A,1,14,1,0,17,24,61,122,13,9.38,9,14,17,128
0,121070,65,0,0,A,1,17,1,1,21,13,39,37,3,12.33,12,17,21,57
1,121071,89,0,1,S,2,23,2,2,18,27,65,272,20,13.6,27,30,18,92
0,121073,89,0,0,L,1,16,3,1,15,23,57,99,7,14.14,7,16,15,89
0,121080,89,0,1,A,3,9,2,1,21,17,47,101,12,8.42,8,5,17,81
0,121095,101,0,1,A,1,20,2,1,28,28,70,214,17,12.59,15,20,19,99
0,121105,29,0,0,N,2,20,1,0,15,7,17,30,2,15,10,20,15,23
0,121111,137,0,1,S,3,4.67,6,3,19,32,75,123,27,4.56,4,4,19,125
0,121115,41,0,0,A,3,8.75,4,2,21,14,33,46,6,7.67,7,8,21,41
0,121118,89,0,1,A,1,23,2,2,17,25,60,154,9,17.11,15,25,17,81
0,121136,41,0,0,A,4,4.2,5,3,18,14,32,35,9,3.89,2,5,18,41
0,121139,89,0,1,A,1,25,1,1,25,19,40,82,6,13.67,20,25,25,85
0,121140,53,0,1,A,3,7.2,5,3,21,20,43,59,9,6.56,5,6,21,51
1,121153,89,0,1,A,1,17,1,1,22,16,47,88,7,12.57,17,17,22,89
0,121158,113,0,1,A,3,11.2,5,2,19,27,66,126,12,10.5,11,13,19,105
0,121160,125,0,1,E,1,12,1,0,15,27,72,138,14,9.86,13,12,15,122
1,121165,17,0,0,F,1,15,1,0,16,5,13,15,1,15,0,15,16,16
0,121166,17,0,0,F,1,20,1,0,20,5,16,20,1,20,0,20,20,20
0,121168,17,0,0,F,1,20,1,0,20,6,14,20,1,20,0,20,20,20
0,121172,65,0,0,A,2,24.75,4,2,18,21,53,155,9,17.22,25,30,18,65
0,121189,41,0,1,A,2,12.5,4,1,19,14,35,58,6,9.67,17,20,19,41
0,121191,65,0,1,A,4,8.22,9,5,18,21,49,141,20,7.05,5,10,18,57
0,121193,101,0,0,A,2,14,3,0,17,24,57,99.97,9,11.11,12,15,17,90
1,121202,65,0,0,A,2,19.67,3,3,17,19,47,111,8,13.88,19,10,15,56
1,121208,89,0,1,S,4,13.6,5,3,17,25,70,259,26,9.96,12,15,17,89
0,121212,41,0,0,A,2,12.5,4,2,21,14,34,55,5,11,10,15,21,41
0,121226,77,0,1,A,1,15,2,1,19,21,53,88,6,14.67,10,15,19,66
1,121235,77,0,0,A,1,40,1,1,16,13,32,115,4,28.75,20,40,16,75
0,121251,41,0,0,A,3,13,2,1,15,14,38,61,5,12.2,15,15,15,45
0,121254,101,0,0,A,1,19,1,0,26,21,54,69,6,11.5,17,19,26,92
1,121256,125,0,1,S,3,10.67,3,3,17,30,78,223,23,9.7,12,12,15,124
0,121259,17,0,0,F,1,25,1,0,20,7,15,25,1,25,0,25,20,20
0,121264,53,0,1,S,3,19.63,8,5,20,19,48,213,12,17.75,25,25,20,52
0,121266,101,0,0,A,2,15,2,2,17,24,59,82,7,11.71,15,20,17,100
0,121286,137,0,1,A,1,13,2,0,24,15,43,104,14,7.43,11,14,24,126
0,121289,17,0,0,F,1,30,1,1,20,7,15,30,1,30,0,30,20,20
0,121290,17,0,0,F,1,20,1,1,17,5,13,20,1,20,0,20,17,17
1,121292,29,0,0,A,1,13,2,1,24,9,21,26,2,13,6,16,24,29
0,121310,101,0,1,A,2,11.67,3,1,18,26,57,90,11,8.18,10,13,18,91
0,121323,29,0,0,A,2,14.5,2,2,17,11,24,44,3,14.67,3,16,17,28
0,121328,53,0,1,S,2,10.25,4,3,22,19,47,118,14,8.43,8,10,22,53
0,121335,77,0,0,A,1,16,1,0,26,19,50,57,5,11.4,11,16,26,76
0,121375,65,0,1,S,3,7.17,6,5,21,21,46,105,18,5.83,5,8,21,57
1,121385,113,0,1,A,2,12,3,1,18,25,58,83,10,8.3,9,12,18,113
0,121394,17,0,0,F,1,17,1,0,20,5,15,17,1,17,0,17,20,20
1,121402,113,0,1,S,3,5,5,5,15,30,81,255,29,8.79,10,5,15,113
1,121410,29,0,0,A,1,15,2,1,15,7,13,30,2,15,0,15,15,29
0,121422,65,0,1,A,1,14.33,3,2,25,20,46,125,10,12.5,15,15,25,57
0,121424,65,0,1,S,2,0,0,0,,20,55,226,10,22.6,25,30,23,60
0,121426,137,0,1,A,3,5.25,4,2,18,28,63,52,12,4.33,7,10,18,124
0,121446,137,0,1,A,2,0,0,0,,30,72,142,13,10.92,13,18,26,128
0,121457,17,0,0,F,1,15,1,1,17,5,14,15,1,15,0,15,17,17
0,121478,89,0,0,A,1,15,1,0,19,24,60,119,8,14.88,10,15,19,86
0,121479,137,0,1,A,1,13.5,2,1,18,30,65,93,15,6.2,13,15,18,129
0,121505,77,0,0,A,1,16.5,2,0,18,19,48,57,6,9.5,15,20,18,77
0,121536,53,0,1,S,2,9.6,5,5,21,19,48,114,15,7.6,8,10,21,53
0,121551,17,0,0,N,2,25,2,2,17,8,18,50,2,25,0,25,17,21
1,121552,17,0,0,F,1,15,1,1,21,5,13,15,1,15,0,15,21,21
1,121554,29,0,0,A,3,5.75,4,1,18,10,25,26,5,5.2,7,5,18,32
0,121571,29,0,1,S,3,15,5,2,19,13,31,95,7,13.57,8,10,19,32
0,121581,65,0,1,S,2,0,0,0,,20,53,110,6,18.33,20,25,23,62
1,121590,101,0,1,S,4,13.33,3,2,17,21,59,204,19,10.74,15,15,17,100
0,121598,41,0,1,A,1,14.25,4,2,25,16,37,92,6,15.33,15,15,25,45
1,121603,53,0,0,A,2,15,4,3,16,18,42,78,6,13,12,17,16,53
0,121632,77,0,0,A,1,25,1,0,24,13,37,49,3,16.33,15,25,24,67
0,121634,77,0,0,A,2,21.5,4,1,19,21,55,136,8,17,22,25,19,77
1,121638,113,0,1,A,3,11.25,4,2,16,29,72,137,18,7.61,12,10,16,113
0,121639,137,0,1,A,2,21.5,4,2,19,31,73,209,14,14.93,20,21,19,110
1,121640,17,0,0,F,1,20,1,1,17,5,13,20,1,20,0,20,17,17
1,121641,17,0,0,F,1,15,1,1,17,5,13,15,1,15,0,15,17,17
0,121652,41,0,1,A,3,10,4,1,19,13,34,45,5,9,5,10,19,45
1,121654,65,0,0,A,1,15,1,0,18,19,51,64,7,9.14,10,15,18,63
0,121673,65,0,0,A,2,22.5,2,0,17,15,40,61,4,15.25,25,30,17,56
1,121683,29,0,1,A,1,20,2,0,18,10,22,40,2,20,0,20,18,28
0,121704,41,0,0,A,1,33.5,2,1,15,15,33,87,3,29,15,32,15,39
0,121710,77,0,0,A,1,36,1,1,27,20,50,83,6,13.83,31,36,27,75
0,121711,77,0,0,A,1,19,1,0,26,20,52,71,5,14.2,14,19,26,76
1,121718,29,0,0,A,1,17.5,2,2,23,10,27,35,2,17.5,5,20,23,33
0,121744,101,0,0,A,1,20,2,1,15,25,65,140,10,14,15,20,15,91
0,121750,89,0,1,S,1,11.75,4,2,19,24,64,138,17,8.12,11,12,19,79
1,121755,17,0,0,F,1,15,1,1,17,5,13,15,1,15,0,15,17,17
1,121759,41,0,0,A,2,15.67,3,2,21,16,37,62,5,12.4,12,17,21,44
1,121773,29,0,0,A,3,21.56,4,2,16,13,32,103.19,5,20.64,16.25,25,16,33
0,121797,65,0,1,S,4,14,5,3,17,21,50,173,17,10.18,17,15,15,57
1,121798,65,0,1,A,3,13,4,2,19,15,46,74,6,12.33,4,14,19,64
0,121799,77,0,0,A,3,26.67,3,1,18,20,50,109,6,18.17,25,25,18,67
0,121802,17,0,0,F,1,15,1,1,17,5,13,15,1,15,0,15,17,17
0,121803,17,0,0,F,1,20,1,1,21,6,14,20,1,20,0,20,21,21
0,121856,101,0,0,A,2,13.5,2,2,20,26,62,126,12,10.5,10,13,20,90
0,121863,29,0,0,A,1,12.5,2,1,15,9,21,25,2,12.5,5,15,15,28
0,121867,65,0,0,A,1,0,0,0,,19,51,105,6,17.5,15,20,25,64
0,121869,89,0,1,A,1,9.5,2,0,20,20,48,82,16,5.13,9,11,20,79
0,121874,65,0,0,A,2,20,3,1,16,22,49,105,6,17.5,6,21,16,56
0,121879,29,0,0,N,2,22.5,2,1,18,8,18,45,2,22.5,5,25,18,23
0,121890,41,0,1,A,2,9,4,4,16,14,34,41,5,8.2,10,15,16,41
0,121904,137,0,1,A,1,29,1,0,17,32,77,197,12,16.42,24,29,17,130
0,121909,29,0,0,A,1,15,2,2,22,10,25,30,2,15,10,20,22,32
1,121926,41,0,0,A,2,8.33,3,1,18,12,31,41,4,10.25,11,16,15,35
0,121928,41,0,0,A,1,30,2,2,25,15,36,85,3,28.33,10,25,25,39
1,121937,65,0,0,A,3,25.6,5,1,15,21,50,203,9,22.56,19,25,15,56
0,121950,17,0,0,F,2,20,1,1,17,6,15,30,2,15,10,10,15,17
0,121955,29,0,0,N,1,0,0,0,,5,14,15,1,15,0,15,23,23
0,121962,29,0,0,A,3,7,4,1,15,7,20,28,4,7,7,10,15,30
1,121967,41,0,0,A,3,9.67,3,2,17,11,30,35,4,8.75,5,11,17,45
1,121969,53,0,0,A,4,8.17,6,2,18,17,40,64,9,7.11,6,8,18,52
0,121971,65,0,0,E,1,13,2,0,15,15,45,65,7,9.29,10,15,15,64
1,121978,101,0,0,A,2,37.5,2,0,15,27,66,220,9,24.44,40,50,15,100
0,121979,101,0,1,S,2,0,0,0,,27,68,173,10,17.3,25,20,18,103
1,121986,29,0,0,N,3,6.67,3,1,19,8,20,20,3,6.67,5,5,19,24
1,122001,29,0,0,A,1,13,2,2,22,10,25,26,2,13,6,16,22,33
0,122039,113,0,1,S,3,19,5,4,21,27,64,199,14,14.21,15,18,21,104
1,122046,29,0,0,N,2,20,2,2,20,9,21,40,2,20,10,15,20,24
0,122073,89,0,0,A,4,7,4,1,15,21,53,57,9,6.33,6,7,15,84
1,122090,89,0,1,S,3,5.5,4,3,18,24,58,67,14,4.79,6,5,18,78
1,122110,113,0,1,A,3,8,3,0,15,20,46,39.5,8,4.94,13.5,2,15,101
0,122121,41,0,0,A,1,20,1,0,26,11,28,30,2,15,10,20,26,44
1,122131,137,0,1,A,3,26.2,5,4,15,31,73,231,12,19.25,25,30,15,126
0,122138,29,0,0,A,2,25,3,2,23,11,25,75,3,25,0,25,23,28
0,122140,41,0,0,A,1,13,2,0,18,14,34,34,4,8.5,17,20,18,44
0,122145,113,0,1,S,2,17,2,1,21,28,69,207,19,10.89,12,10,18,113
0,122148,29,0,0,N,1,15,1,1,23,6,16,15,1,15,0,15,23,23
0,122154,41,0,1,S,4,14,6,2,15,16,39,137,10,13.7,12,15,15,41
0,122156,137,0,0,A,2,16.67,3,2,16,30,61,162,11,14.73,10,20,16,126
0,122158,29,0,0,A,1,12.5,2,2,16,9,22,25,2,12.5,15,20,16,29
0,122162,65,0,0,A,1,17,1,0,25,20,49,85,8,10.63,12,17,25,57
1,122167,89,0,1,A,1,0,0,0,,16,47,62,5,12.4,10,20,19,89
0,122170,113,0,1,S,4,6.4,10,6,17,31,74,238,31,7.68,19,5,17,104
0,122178,65,0,0,A,2,15,4,2,20,21,50,132,11,12,15,20,20,56
0,122186,137,0,1,A,2,13.33,3,1,19,25,58,58,7,8.29,12,10,19,113
0,122194,29,0,0,A,2,14,3,3,22,11,24,42,3,14,10,20,22,29
1,122198,29,0,1,A,4,6.2,5,4,16,10,25,31,5,6.2,3,7,16,30
0,122202,53,0,0,A,1,25,1,0,18,16,42,45,3,15,20,25,18,52
0,122204,53,0,0,A,4,9.4,5,4,22,14,33,65,8,8.13,7,10,22,53
0,122208,101,0,1,A,4,7.5,6,5,21,25,62,114,18,6.33,9,9,21,93
1,122217,29,0,1,A,4,9,4,3,18,8,22,46,6,7.67,6,10,18,29
0,122218,29,0,0,N,3,6.25,4,2,18,10,23,25,4,6.25,5,10,18,27
1,122256,41,0,1,S,3,4.8,5,5,21,14,31,33,7,4.71,7,3,21,38
0,122258,41,0,0,A,2,16.67,3,2,18,13,30,53,4,13.25,17,20,18,43
0,122261,65,0,0,A,1,14.5,2,1,16,14,36,41,4,10.25,11,16,16,57
0,122271,53,0,1,A,3,40.25,4,2,16,19,46,203,6,33.83,31,44,16,52
1,122279,89,0,1,S,3,6.33,6,3,19,22,59,66,13,5.08,8,10,19,81
0,122289,89,0,1,A,1,10,1,1,32,23,64,202,27,7.48,8,10,17,81
0,122295,65,0,0,A,1,18,2,1,21,17,43,61,5,12.2,15,16,21,57
0,122311,29,0,0,A,2,21.33,3,3,22,12,25,79,4,19.75,8,21,22,29
0,122331,137,0,1,A,1,11,2,2,21,26,66,87,15,5.8,10,10,21,114
0,122337,29,0,0,A,4,7.75,4,3,15,10,24,37,5,7.4,7,10,15,32
0,122341,101,0,0,A,2,14.67,3,1,17,25,65,121,12,10.08,11,16,17,100
0,122348,65,0,1,S,3,7.33,3,0,17,16,42,40,7,5.71,7,7,17,61
1,122350,89,0,1,S,3,27.5,6,4,19,27,74,476,22,21.64,40,10,19,86
0,122353,137,0,0,A,1,20,2,2,22,27,61,70,5,14,15,20,22,119
0,122363,137,0,1,A,1,15,2,2,24,29,67,123,10,12.3,8,15,24,126
0,122366,29,0,0,A,1,20,2,2,22,9,22,40,2,20,0,20,22,29
0,122384,17,0,0,F,1,15,1,1,16,5,13,15,1,15,0,15,16,16
0,122393,17,0,0,F,1,20,1,1,17,5,13,20,1,20,0,20,17,17
0,122401,29,0,0,A,2,10.67,3,1,18,10,24,32,3,10.67,11,16,18,28
1,122404,29,0,0,A,1,10,2,2,21,8,21,20,2,10,10,15,21,29
0,122407,41,0,0,A,3,8.4,5,3,17,15,34,54,7,7.71,7,8,17,40
0,122410,65,0,0,A,1,21,2,1,23,16,38,57,3,19,6,21,23,56
0,122419,17,0,0,F,1,30,1,1,16,6,16,30,1,30,0,30,16,16
0,122423,41,0,0,A,1,27,4,2,26,12,29,108,4,27,16,36,26,35
1,122465,29,0,0,A,3,7.2,5,3,21,11,26,36,5,7.2,5,10,21,29
0,122466,29,0,0,A,2,20,3,2,23,12,27,60,3,20,0,20,23,32
0,122506,41,0,1,S,4,2.5,6,4,22,13,30,23,10,2.3,4,3,22,41
0,122517,113,0,1,A,1,23,1,0,18,27,72,220,12,18.33,20,23,18,105
0,122519,113,0,0,A,2,17.2,5,2,22,29,65,134,11,12.18,17,20,22,111
0,122532,29,0,1,A,4,7.33,6,2,15,9,25,53,8,6.63,6,6,15,31
0,122543,77,0,1,S,2,0,0,0,,22,61,179,12,14.92,16,20,23,77
0,122549,17,0,0,F,1,20,1,1,16,6,14,20,1,20,0,20,16,16
0,122576,137,0,1,A,1,11,2,2,21,27,61,57.5,20,2.88,16,17,21,130
0,122594,29,0,0,A,1,12.5,2,2,17,8,21,25,2,12.5,15,20,17,29
0,122599,125,0,1,A,1,15,1,1,23,31,66,111,13,8.54,12,15,23,124
0,122611,101,0,1,S,4,7,8,3,18,27,69,208,27,7.7,22,6,18,96
0,122626,41,0,1,S,4,7.7,10,7,20,17,41,113,16,7.06,7,9,20,45
0,122635,53,0,1,A,3,9.5,6,4,20,19,46,88,12,7.33,8,9,20,53
0,122648,41,0,0,A,1,0,0,0,,14,34,55,2,27.5,5,30,25,41
0,122653,53,0,0,E,1,25,1,0,18,13,33,37,3,12.33,20,25,18,50
0,122663,17,0,0,F,1,15,1,1,15,5,11,15,1,15,0,15,15,15
1,122664,29,0,0,N,1,20,1,1,23,7,17,20,1,20,0,20,23,23
0,122674,41,0,0,A,1,13,2,0,18,11,32,31,3,10.33,10,15,18,44
0,122688,137,0,1,S,4,5.88,8,2,18,32,77,267,41,6.51,6,10,18,130
0,122689,65,0,0,A,2,22,2,0,15,19,47,116,6,19.33,7,22,15,55
0,122701,77,0,0,A,2,14,3,1,17,21,54,89,9,9.89,11,14,17,74
0,122706,17,0,0,E,1,20,1,0,15,4,10,20,1,20,0,20,15,15
0,122711,29,0,0,A,1,10,2,1,22,8,22,20,2,10,10,15,22,28
0,122713,29,0,0,A,1,10,2,2,23,9,24,20,2,10,10,15,23,33
0,122716,29,0,0,A,4,9.67,6,2,15,10,29,58,6,9.67,7,10,15,32
1,122722,77,0,0,A,4,17,5,4,16,22,59,152,10,15.2,8,18,16,71
0,122735,137,0,1,A,2,15,3,1,18,29,71,111,13,8.54,17,15,18,127
0,122744,53,0,1,S,4,4,8,6,21,16,36,45,14,3.21,21,2,21,53
1,122751,89,0,1,A,3,10,5,3,24,25,59,143,16,8.94,17,10,24,81
0,122765,41,0,1,S,2,15.4,5,3,15,17,41,104,9,11.56,15,13,15,45
0,122766,41,0,0,A,1,16,2,0,18,15,37,52,4,13,12,17,18,42
0,122774,113,0,0,A,2,15.67,3,1,22,28,66,124,9,13.78,22,10,22,113
0,122795,41,0,0,A,1,15,2,0,19,13,32,35,3,11.67,15,20,19,44
0,122802,29,0,1,A,3,6.75,4,3,18,10,26,33,5,6.6,5,7,18,31
0,122810,65,0,0,A,1,18,2,1,18,18,48,66,4,16.5,11,15,18,64
0,122814,101,0,1,E,1,10,1,0,15,22,63,275,19,14.47,30,10,15,96
1,122823,53,0,0,A,1,32.5,2,1,17,20,46,85,4,21.25,30,35,17,52
0,122824,65,0,1,A,4,13.71,7,6,21,20,52,155,14,11.07,11,10,18,57
1,122835,77,0,1,S,3,9,3,1,24,20,47,62,9,6.89,7,9,24,76
0,122850,77,0,1,A,4,9.67,3,1,17,19,50,62,9,6.89,8,10,17,85
0,122854,89,0,0,A,1,25,1,1,17,23,60,99,6,16.5,20,25,17,89
0,122856,101,0,1,A,1,17,2,2,16,26,66,113,11,10.27,15,18,16,101
0,122867,29,0,0,A,1,20,1,0,20,7,21,25,2,12.5,15,20,20,31
0,122919,29,0,0,A,1,25,2,2,21,11,27,50,2,25,0,25,21,29
0,122921,29,0,1,A,2,17,3,3,21,11,26,51,3,17,15,25,21,29
0,122939,113,0,1,A,1,20,1,0,18,26,63,111,8,13.88,15,20,18,105
0,122940,125,0,1,A,1,18,2,0,20,31,76,141,13,10.85,15,18,20,126
0,122944,41,0,0,A,1,25,1,0,15,12,30,50,2,25,0,25,15,38
0,122946,101,0,1,S,3,5.75,4,3,21,26,68,85,21,4.05,8,5,21,105
0,122960,137,0,1,S,2,8,5,3,15,28,62,81,17,4.76,8,7,15,128
0,122972,137,0,1,A,3,8,6,3,18,25,51,77,11,7,4,9,18,55
0,122976,53,0,0,A,3,11,2,1,21,15,43,82,5,16.4,10,20,19,53
1,122988,29,0,1,A,2,15,3,3,17,11,25,45,3,15,10,15,17,29
0,123016,137,0,1,S,4,14.44,9,4,15,29,78,659,45,14.64,25,5,15,126
0,123020,17,0,0,F,1,50,1,1,16,6,14,50,1,50,0,50,16,16
0,123036,137,0,1,S,2,10.6,5,4,15,32,81,171,24,7.13,12,10,15,130
0,123051,17,0,0,F,1,15,1,1,20,5,13,15,1,15,0,15,20,20
0,123055,41,0,0,A,1,15,1,1,20,11,30,25,2,12.5,5,15,20,40
0,123088,89,0,1,A,3,10.67,3,3,20,21,55,78,9,8.67,8,10,20,89
0,123090,137,0,1,S,3,5,2,1,20,17,47,86,18,4.78,8,3,19,126
0,123109,65,0,1,A,1,22,2,1,24,20,49,90,6,15,17,22,24,63
0,123111,77,0,0,A,1,22.5,2,1,21,17,45,65,4,16.25,15,25,21,77
0,123120,29,0,0,A,1,12.5,2,2,21,9,22,25,2,12.5,5,15,21,29
0,123121,29,0,0,A,1,15,2,1,26,10,24,30,2,15,20,25,26,30
0,123122,29,0,1,A,3,20,3,2,17,12,29,81.76,4,20.44,1.76,21.76,15,32
0,123124,29,0,0,N,2,17.5,2,1,17,9,22,35,2,17.5,15,25,17,23
0,123130,41,0,0,A,1,15,1,0,26,14,39,40,2,20,10,15,26,45
0,123132,53,0,1,A,1,40,1,1,28,19,47,162,8,20.25,45,50,18,53
0,123145,77,0,0,A,1,14,2,0,17,13,37,43,4,10.75,11,16,17,70
0,123146,89,0,1,A,1,10,1,0,15,22,62,161,13,12.38,15,10,15,81
0,123156,137,0,1,A,1,12.5,2,1,26,28,75,109,17,6.41,12,15,26,130
0,123157,137,0,1,A,1,14,2,1,26,31,77,196,18,10.89,10,13,26,126
0,123179,65,0,1,A,3,10,4,1,19,15,41,55,6,9.17,5,10,19,63
0,123180,65,0,0,A,2,13.33,6,1,18,20,52,124,12,10.33,12,15,18,65
0,123184,89,0,1,A,1,0,0,0,,24,66,191,9,21.22,47,30,18,89
0,123186,113,0,1,A,1,18,2,1,26,27,69,155,12,12.92,15,17,26,105
0,123210,137,0,1,A,3,10.5,4,0,18,29,68,126,14,9,13,12,18,127
0,123220,113,0,0,A,3,10,4,1,15,26,61,99,12,8.25,15,10,15,105
0,123266,53,0,0,A,1,11,2,0,18,10,29,27,3,9,10,15,18,52
0,123267,65,0,0,A,2,0,0,0,,19,47,135,6,22.5,10,25,23,55
1,123270,77,0,0,A,1,22.5,2,1,18,20,52,77,6,12.83,20,25,18,75
0,123273,101,0,1,A,1,14,2,1,30,19,46,115,14,8.21,13,10,18,89
0,123287,89,0,1,S,3,8,4,1,18,22,57,70,9,7.78,5,10,18,88
0,123325,65,0,1,A,1,12.17,6,4,26,19,47,204,18,11.33,15,11,26,65
0,123349,17,0,0,F,1,15,1,1,17,5,13,15,1,15,0,15,17,17
0,123356,41,0,0,A,1,13,2,1,21,11,31,36,3,12,6,16,21,45
1,123359,65,0,0,A,1,20,1,1,17,17,45,51,4,12.75,15,20,17,57
0,123380,113,0,1,A,1,12.5,2,1,30,28,68,126,12,10.5,20,25,18,104
1,123386,89,0,0,A,1,21,2,0,18,20,50,87,5,17.4,17,22,18,88
0,123388,17,0,0,F,1,23,1,0,16,6,14,23,1,23,0,23,16,16
0,123406,65,0,0,A,1,40,1,0,26,21,46,115,4,28.75,20,40,26,56
0,123409,41,0,0,A,1,18,2,0,19,13,33,41,3,13.67,21,26,19,44
0,123419,17,0,0,F,1,25,1,1,21,7,17,25,1,25,0,25,21,21
1,123438,89,0,1,E,1,10.33,3,2,15,20,58,109,16,6.81,19,21,15,88
0,123452,41,0,1,A,3,12,5,3,19,15,39,77,8,9.63,17,10,19,41
1,123466,101,0,1,S,4,4,6,2,18,27,69,98,27,3.63,4,5,18,100
0,123468,137,0,1,A,1,25,1,1,18,30,72,136,13,10.46,22,25,18,122
1,123469,137,0,1,A,1,10,1,1,17,30,76,156,30,5.2,8,10,17,130
0,123478,29,0,0,N,4,10.67,3,2,19,9,22,36,4,9,8,10,19,24
0,123511,101,0,1,S,3,4.6,5,2,19,24,64,76,16,4.75,7,4,19,92
0,123519,29,0,1,N,3,8,3,2,16,9,24,24,3,8,5,9,16,24
0,123528,89,0,0,A,2,25,2,1,21,20,52,91,6,15.17,20,20,18,81
0,123580,137,0,1,A,1,16,1,0,18,32,71,162,18,9,13,16,18,129
0,123600,41,0,0,A,1,12.5,2,1,26,12,32,35,3,11.67,5,15,26,41
0,123603,41,0,0,A,2,17,3,1,18,14,32,56,4,14,14,19,18,42
0,123604,53,0,1,A,4,5.67,3,3,16,14,37,36,7,5.14,4,7,16,52
1,123622,29,0,0,A,1,16,2,2,25,12,25,42,3,14,12,22,25,29
0,123641,65,0,0,A,1,12.5,2,1,16,18,49,51,7,7.29,10,15,16,62
0,123650,41,0,0,A,1,25,2,2,25,15,34,55,3,18.33,20,25,25,45
0,123651,53,0,1,A,2,13.8,5,3,18,17,44,81,7,11.57,13,14,18,53
1,123667,89,0,1,S,2,20,2,1,17,23,61,137,8,17.13,10,20,17,81
1,123669,113,0,1,A,2,10,4,2,21,28,66,120,13,9.23,5,10,21,105
0,123672,41,0,0,A,3,23.75,4,3,16,11,27,100,5,20,20,20,16,42
0,123678,17,0,0,F,1,24,1,1,16,6,14,24,1,24,0,24,16,16
0,123693,41,0,0,A,1,16,3,2,26,13,29,48,3,16,12,22,26,36
0,123694,65,0,1,A,1,10,4,4,17,21,55,160,16,10,0,10,17,65
0,123696,17,0,0,F,1,20,1,1,21,6,15,20,1,20,0,20,21,21
1,123699,29,0,1,A,4,8.25,4,4,16,10,25,39,5,7.8,7,10,16,29
